NovTea, bomberman,1910,0.279581152,18.79633508,277.2874346,0.449793417,13.56523103,275.8708374
Number27, bomberman,1766,0.343714609,23.23159683,833.5872027,0.475947236,13.84117894,723.5366166
Return42, bomberman,1880,0.264361702,16.43297872,122.9553191,0.441992735,11.93213118,93.86011617
sampleMCTS, bomberman,1760,0.188068182,17.97613636,238.2136364,0.391766607,13.19089364,251.7745222
sampleRHEA, bomberman,2045,0.064547677,10.1804401,155.2674817,0.246726015,9.166856105,149.8743642
simulatedAnnealing, bomberman,1985,0,1.114357683,24.12846348,0.001,2.041032697,14.93671354
SJA86, bomberman,1715,0.222740525,19.67580175,286.9865889,0.417085548,13.81875901,309.899119
SJA862, bomberman,2950,0.085084746,11.86949153,484.1861017,0.280007763,9.955485476,538.729018
TeamTopbug, bomberman,1840,0.00326087,1.748913043,1376.844565,0.058010844,3.912104441,729.6507792
thorbjrn, bomberman,1955,0.193350384,19.37647059,282.2199488,0.395925326,12.45122659,210.6240823
TomVodo, bomberman,1620,0.258641975,19.6882716,281.0611111,0.438888461,14.10602006,307.5087482
YBCriber, bomberman,1627,0.003073141,1.765212047,1664.808236,0.056350669,3.502717113,594.2274021
adrienctx, boulderchase,2130,0.774647887,24.41032864,291.3666667,0.418813999,5.91117952,316.9384299
aStar, boulderchase,2250,0,4.164888889,671.4128889,0.001,2.591051584,895.9706229
AtheneAI, boulderchase,1745,0.161604585,14.0034384,365.7994269,0.369087684,10.05460929,429.1510536
bladerunner, boulderchase,2005,0.406982544,21.84688279,463.0583541,0.492271567,9.579550253,543.5045548
CatLinux, boulderchase,2564,0.358424337,21.03549142,524.8100624,0.480537623,10.15372936,598.524439
evolutionStrategies, boulderchase,2405,0.039085239,8.280665281,321.602079,0.194797789,6.61666059,559.709425
greedySearch, boulderchase,2470,0.072874494,13.17773279,168.7777328,0.260930379,8.536018963,328.8608464
hillClimber, boulderchase,2508,0.010366826,5.294657097,192.6100478,0.102288475,5.757808894,284.0563202
ICELab, boulderchase,1710,0.122807018,12.36959064,557.6397661,0.32921556,9.831803086,778.5831141
jaydee, boulderchase,2195,0.006378132,6.481093394,757.6810934,0.080608112,5.155910761,697.5607774
MaastCTS2, boulderchase,2370,0.426160338,21.6535865,222.3940928,0.495517648,9.783542673,311.0455201
MH2015, boulderchase,5165,0.118489835,15.1945789,441.2290416,0.324187243,9.773290757,522.9074601
mrtndwrd, boulderchase,2037,0.031909671,8.274423171,562.1040746,0.17675962,7.178926586,721.5311332
muzzle, boulderchase,2425,0.000412371,3.395463918,68.45237113,0.021302736,3.663445248,98.44352141
NovelTS, boulderchase,2275,0.636923077,23.92791209,275.429011,0.481886755,7.214850463,379.2513071
NovTea, boulderchase,2295,0.288017429,16.583878,146.4614379,0.453839254,9.234631894,184.5185035
Number27, boulderchase,2162,0.516651249,21.66975023,400.3778908,0.500722659,8.368048095,538.1460071
Return42, boulderchase,2275,0.53978022,23.76527473,227.9626374,0.499415022,8.977419823,275.7101901
sampleMCTS, boulderchase,2150,0.214883721,16.14837209,562.412093,0.411741655,10.54582501,603.53958
sampleRHEA, boulderchase,2430,0.110288066,13.10658436,396.2246914,0.314248477,10.10415916,528.7091857
simulatedAnnealing, boulderchase,2390,0.00041841,3.792468619,136.8334728,0.021450794,4.088590386,189.0450918
SJA86, boulderchase,2125,0.168,13.19717647,541.9152941,0.374866286,9.826306654,522.2571703
SJA862, boulderchase,3336,0.361510791,20.95473621,313.5494604,0.48143807,9.195510228,374.9085523
